E-id,Archival_Culture_Name,Possible_GJB_All_cid_Matches,Cultural_focus,Ensemble/Song_name,Instruments_in_Ensemble,See_I-ids,Additional_Comments,Bibliographic_Sources,Page/plate/illustration#,Archival_source,Source_Tag,Metadata_notes
297,CHOPI,13806,,,1 Drum; 4 Clappers; 5 Clapping; 1 Whistle; 11 Rattle-bells,836; 835; 838; 834; 837,,"Tracey, H. (1948). Chopi Musicians: Their music, poetry, and instruments. Oxford: Oxford University Press.; Tracey, H. (1965). [Liner notes] The Sounds of Africa, TR204 and TR205. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University. ",,4A66; 4A67,@Tracey1948ChopiMusicians @SOA1965TR204 @SOA1963TR205 ,
298,CHOPI,13806,,,3 Ocarinas,833,,"Tracey, H. (1948). Chopi Musicians: Their music, poetry, and instruments. Oxford: Oxford University Press.; Tracey, H. (1965). [Liner notes] The Sounds of Africa, TR204 and TR205. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University. ",,4A66; 4A67,@Tracey1948ChopiMusicians @SOA1965TR204 @SOA1963TR205 ,
299,CHOPI,13806,,,6 Pipes; 3 Rattles; 8 Foot stomping,832; 828; 831,,"Tracey, H. (1948). Chopi Musicians: Their music, poetry, and instruments. Oxford: Oxford University Press.; Tracey, H. (1965). [Liner notes] The Sounds of Africa, TR204 and TR205. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University. ",,4A66; 4A67,@Tracey1948ChopiMusicians @SOA1965TR204 @SOA1963TR205 ,
300,CHOPI,13806,,,1 Musical bow,826,,"Tracey, H. (1948). Chopi Musicians: Their music, poetry, and instruments. Oxford: Oxford University Press.; Tracey, H. (1965). [Liner notes] The Sounds of Africa, TR204 and TR205. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University. ",,4A66; 4A67,@Tracey1948ChopiMusicians @SOA1965TR204 @SOA1963TR205 ,
738,CHOPI,13806,,Large Xylophone Orchestra,6 Treble xylophones; 5 Alto xylophones; 5 Tenor xylophones; 3 Bass xylophones; 3 Double bass xylophones,1593; 839; 1594; 480; 841,,"Tracey, H. (1948). Chopi Musicians: Their music, poetry, and instruments. Oxford: Oxford University Press.; Tracey, H. (1965). [Liner notes] The Sounds of Africa, TR204 and TR205. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University. ",,4A66; 4A67,@Tracey1948ChopiMusicians @SOA1965TR204 @SOA1963TR205 ,
314,LALA,19614,,,1 Mbira,884,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
315,LALA,19614,,,1 Drum; 1 Stick; 7 Clapping,883; 882; 881,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
316,LALA,19614,,,1 Guitar,885,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
317,LALA,19614,,,2 Drums; 2 Drums,875; 878,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
318,LALA,19614,,Fwandoula and Sai Dances,3 Drums; 2 Drums; 2 Drums; 3 Rattles,876; 877; 878; 873,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
739,LALA,19614,,Nsase Dance,1 Drum; 1 Clapper,1588; 882,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
740,LALA,19614,,Drum Rhythm,3 Drums; 1 Stick; 1 Rattle; 2 Whistles,883; 882; 873; 1589,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
349,RUANDA,11375,Source refers specifically to Hutu,,1 Zither,886,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR34. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,,@SOA1957TR34,
174,CAMAYURA,13102,,,2 Flutes,446,,"Tschopik, H.  (1954). [Liner notes]. Music from Mato Grosso. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/music-from-mato-grosso/american-indian-latin-world/album/smithsonian","Tschopik, 5",1A16,@FW1954MusicFromMatoGrosso,
175,CAMAYURA,13102,,,3 Rattles,445,,"Tschopik, H.  (1954). [Liner notes]. Music from Mato Grosso. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/music-from-mato-grosso/american-indian-latin-world/album/smithsonian","Tschopik, 6",1A16,@FW1954MusicFromMatoGrosso,
176,IWALIPETI,17436,,,3 Rattles; 2 Percussion tubes,451; 452,,"Tschopik, H.  (1954). [Liner notes]. Music from Mato Grosso. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/music-from-mato-grosso/american-indian-latin-world/album/smithsonian","Tschopik, 7",1A16,@FW1954MusicFromMatoGrosso,
177,IWALIPETI,17436,,,3 Rattles,451,,"Tschopik, H.  (1954). [Liner notes]. Music from Mato Grosso. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/music-from-mato-grosso/american-indian-latin-world/album/smithsonian","Tschopik, 7",1A16,@FW1954MusicFromMatoGrosso,
31,QUECHUA,"24102, 23607, 24091, 62301, 13289",,,9 Flutes; 1 Harp,94; 92,,"Tschopik, H. (1950). [Liner notes]. Music of Peru [LP]. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/music-of-peru/a/latin-world/album/smithsonian",,1A20,@FW1950MusicOfPeru,
33,QUECHUA,"24102, 23607, 24091, 62301, 13289",,,7 Flutes; 1 Drum,94; 96,,"Tschopik, H. (1950). [Liner notes]. Music of Peru [LP]. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/music-of-peru/a/latin-world/album/smithsonian",,1A20,@FW1950MusicOfPeru,
377,TIBET,27028,,,3 Clarinets; 3 Flutes; 3 Drums; 3 Cymbals,1033; 1039; 1023; 1032,Number of instruments not given,"Tsybikov, G. (1919). A Buddhist Pilgrim to the Holy Places of Tibet: from diaries kept 1899-1902. St Petersburg: Russian Geographical Society.",,,@Tsybikov1919BuddhistPilgrim,
320,MBUTI,21132,,,1 Flute,889,,"Turbull, C. (1961). The Forest People. New York: Simon & Schuster.",,,@Turbull1961TheForestPeople,
321,MBUTI,21132,,,1 Ideophone; 8 Clapping,887; 890,,"Turbull, C. (1961). The Forest People. New York: Simon & Schuster.",,,@Turbull1961TheForestPeople,
604,N.CAYAPO,22045,,Fish-Poisoning,30 Sticks,1334,,"Turner, T.S. (1961). [Recording notes]. Terrence S. Turner Recordings of N. Kayapò. [Previously unpublished]. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1630; T1631,@ALC1961TurnerNKayapo,
605,N.CAYAPO,22045,,,2 Rattles,1333,,"Turner, T.S. (1961). [Recording notes]. Terrence S. Turner Recordings of N. Kayapò. [Previously unpublished]. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1630; T1631,@ALC1961TurnerNKayapo,
606,N.CAYAPO,22045,,Mewemoro,60 Sticks,1334,,"Turner, T.S. (1961). [Recording notes]. Terrence S. Turner Recordings of N. Kayapò. [Previously unpublished]. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1630; T1631,@ALC1961TurnerNKayapo,
607,N.CAYAPO,22045,,Name Ceremony,4 Rattles; 3 Flutes,1333; 1335,,"Turner, T.S. (1961). [Recording notes]. Terrence S. Turner Recordings of N. Kayapò. [Previously unpublished]. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1630; T1631,@ALC1961TurnerNKayapo,
608,N.CAYAPO,22045,,Name Ceremony,1 Rattle; 24 Sticks,1333; 1334,,"Turner, T.S. (1961). [Recording notes]. Terrence S. Turner Recordings of N. Kayapò. [Previously unpublished]. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1630; T1631,@ALC1961TurnerNKayapo,
609,N.CAYAPO,22045,,Bemp,5 Bells; 5 Rattles,1336; 1332,,"Turner, T.S. (1961). [Recording notes]. Terrence S. Turner Recordings of N. Kayapò. [Previously unpublished]. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1630; T1631,@ALC1961TurnerNKayapo,
154,KUTENAI,19394,,,1 Frame drum,386,,"Turney-High, H. (1941). Ethnography of the Kutenai. Memoirs of the American Anthropological Association 56. Menasha: American Anthropological Association.","Turney-High, 105",,@Turney-High1941EthnographyoftheKutenai,
285,TOPOKE,27369,,,1 Musical bow,802,,"Van Hest, P. (1959). [Liner notes]. The Topoke People of the Congo. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/the-topoke-people-of-the-congo/world/music/album/smithsonian",,4A19,@FW1959TopokePeopleCongo,
286,TOPOKE,27369,,,1 Zither,806,,"Van Hest, P. (1959). [Liner notes]. The Topoke People of the Congo. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/the-topoke-people-of-the-congo/world/music/album/smithsonian",,4A19,@FW1959TopokePeopleCongo,
287,TOPOKE,27369,,,1 Drum; 3 Percussion tubes,800; 801,,"Van Hest, P. (1959). [Liner notes]. The Topoke People of the Congo. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/the-topoke-people-of-the-congo/world/music/album/smithsonian",,4A19,@FW1959TopokePeopleCongo,
288,TOPOKE,27369,,,1 Sansa,799,,"Van Hest, P. (1959). [Liner notes]. The Topoke People of the Congo. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/the-topoke-people-of-the-congo/world/music/album/smithsonian",,4A19,@FW1959TopokePeopleCongo,
725,MARING,20879,,Sacred Ritual,2 Flutes,1573,Always played in pairs,"Vayda, C. L. (1963). [Recording notes]. Maring tapes. Cherry Lowman Vayda collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1747,@CLVC1963MaringTapes,
726,MARING,20879,,Sing Sing (Gathering of Clans),7 Drums,1571,The number of drums at any gathering of the clans = the number of available drums.,"Vayda, C. L. (1963). [Recording notes]. Maring tapes. Cherry Lowman Vayda collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1747,@CLVC1963MaringTapes,
727,MARING,20879,,,1 Jew's Harp,1572,For unmarried people only,"Vayda, C. L. (1963). [Recording notes]. Maring tapes. Cherry Lowman Vayda collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1747,@CLVC1963MaringTapes,
615,GEORGIA,"62463, 62464, 15797, 62461, 62462, 15798",,,1 Tambourine; 1 Lute; 1 Concertina; 2 Drums,1360; 1345; 1362; 1359,,"Vertkov, K., Blagodatov, G., Yazovitskaya, E. (1963). Atlas Muzikalnich Instrumentov Narodov CCCP [Atlas of the Musical Instruments of the Peoples of the USSR]. (J. Wilbur, Trans.) Moscow: State Publishers Music.",,,@Vertkov1963USSRInstruments,
616,GEORGIA,"62463, 62464, 15797, 62461, 62462, 15798",,,3 Lutes (panduri),1345,,"Vertkov, K., Blagodatov, G., Yazovitskaya, E. (1963). Atlas Muzikalnich Instrumentov Narodov CCCP [Atlas of the Musical Instruments of the Peoples of the USSR]. (J. Wilbur, Trans.) Moscow: State Publishers Music.",,,@Vertkov1963USSRInstruments,
619,GEORGIA,"62463, 62464, 15797, 62461, 62462, 15798",,Mezurne,2 Oboes (zurna); 2 Drums (doli),1348; 1358,,"Vertkov, K., Blagodatov, G., Yazovitskaya, E. (1963). Atlas Muzikalnich Instrumentov Narodov CCCP [Atlas of the Musical Instruments of the Peoples of the USSR]. (J. Wilbur, Trans.) Moscow: State Publishers Music.",,,@Vertkov1963USSRInstruments,
620,GEORGIA,"62461, 62462","Additional research suggests that the Mestvire bards are associated with the Racha area, but it may have originated in Kartli, and there is also a bardic tradition in Svaneti.",Mestvire,1 Bagpipe,1347,National bard,"Vertkov, K., Blagodatov, G., Yazovitskaya, E. (1963). Atlas Muzikalnich Instrumentov Narodov CCCP [Atlas of the Musical Instruments of the Peoples of the USSR]. (J. Wilbur, Trans.) Moscow: State Publishers Music.",,,@Vertkov1963USSRInstruments,
621,GEORGIA,"62463, 62464, 15797, 62461, 62462, 15798",,,1 Trumpet (khorototo),1346,,"Vertkov, K., Blagodatov, G., Yazovitskaya, E. (1963). Atlas Muzikalnich Instrumentov Narodov CCCP [Atlas of the Musical Instruments of the Peoples of the USSR]. (J. Wilbur, Trans.) Moscow: State Publishers Music.",,,@Vertkov1963USSRInstruments,
623,GEORGIA,"62463, 62464, 15797, 62461, 62462, 15798",,Children,1 Whistle (bul-bul),1363,,"Vertkov, K., Blagodatov, G., Yazovitskaya, E. (1963). Atlas Muzikalnich Instrumentov Narodov CCCP [Atlas of the Musical Instruments of the Peoples of the USSR]. (J. Wilbur, Trans.) Moscow: State Publishers Music.",,,@Vertkov1963USSRInstruments,
516,CUNA,14235,,,1 Bone whistle,1274,,"Wafer, L. (1934). A New Voyage and Description of the Isthmus of America. The Hakluyt Society Series, 2(73).",,,@Wafer1934IsthmusofAmerica,
517,CUNA,14235,,,1 Conch shell,1273,,"Wafer, L. (1934). A New Voyage and Description of the Isthmus of America. The Hakluyt Society Series, 2(73).",,,@Wafer1934IsthmusofAmerica,
462,SHILLUK,25411,,,1 Drum (nyaleng); 1 Drum (bul),1174; 1175,,"Westermann, D. (1912). The Shilluk People: Their language and folklore. Philadelphia: The Board of Foreign Missions of the United Presbyterian Church of North America.",,,@Westermann1912TheShillukPeople,
468,SHILLUK,25411,,,20 Bells (aurok),1229,,"Westermann, D. (1912). The Shilluk People: Their language and folklore. Philadelphia: The Board of Foreign Missions of the United Presbyterian Church of North America.",,,@Westermann1912TheShillukPeople,
469,SHILLUK,25411,,,6 Drums (bul),1175,Lower ends are sunk into the ground for funeral ensemble,"Westermann, D. (1912). The Shilluk People: Their language and folklore. Philadelphia: The Board of Foreign Missions of the United Presbyterian Church of North America.",,,@Westermann1912TheShillukPeople,
470,SHILLUK,25411,,Griot,1 Lyre (tom),1173,,"Westermann, D. (1912). The Shilluk People: Their language and folklore. Philadelphia: The Board of Foreign Missions of the United Presbyterian Church of North America.",,,@Westermann1912TheShillukPeople,
471,SHILLUK,25411,,,6 Horns (kudu),1172,,"Westermann, D. (1912). The Shilluk People: Their language and folklore. Philadelphia: The Board of Foreign Missions of the United Presbyterian Church of North America.",,,@Westermann1912TheShillukPeople,
585,SHILLUK,25411,,,1 Drum (nyaleng); 1 Drum (bul); 20 Clapping; 1 Bugle,1174; 1175; 1230; 1176,,"Westermann, D. (1912). The Shilluk People: Their language and folklore. Philadelphia: The Board of Foreign Missions of the United Presbyterian Church of North America.",,,@Westermann1912TheShillukPeople,
586,SHILLUK,25411,,,1 Bugle,1176,British army bugle,"Westermann, D. (1912). The Shilluk People: Their language and folklore. Philadelphia: The Board of Foreign Missions of the United Presbyterian Church of North America.",,,@Westermann1912TheShillukPeople,
587,SHILLUK,25411,,,2 Drums (obumi and kal),1177,Played in pairs only,"Westermann, D. (1912). The Shilluk People: Their language and folklore. Philadelphia: The Board of Foreign Missions of the United Presbyterian Church of North America.",,,@Westermann1912TheShillukPeople,
588,SHILLUK,25411,,,2 Drums (nyaleng),1174,,"Westermann, D. (1912). The Shilluk People: Their language and folklore. Philadelphia: The Board of Foreign Missions of the United Presbyterian Church of North America.",,,@Westermann1912TheShillukPeople,
4,JAVA,17557,,Gamelan,1 Fiddle (rebab); 2 Metallophones (gender); 1 Gong (ageng); 1 Flute (sulung); 1 Xylophone (gambang); 2 Kettle gongs (bonangs); 4 Sarons (demung and slentem); 1 Kendang; 1 Ketipung (penentung); 1 Kempyang ketuk; 1 Kenong kempul,31; 15; 6; 36; 68; 13; 14; 26; 25; 6; 8,"Genders, bongangs, sarons - Instruments are exactly the same but play different parts",,,,,Source not found
9,JAVA,17557,,Hatong music,3 Panpipes,70,,,,,,Source not found
44,AINU,"16809, 10209",,,,,,,,,,Original coding sheet missing
404,BUKA,30041,,,1 Conch shell; 1 Slit gong,1086; 1088,,,,,,Incorrect source listed
572,IT URBBAR,,"Refers specifically to ""L'Orfeo"" by Claudio Monteverdi",L'Orfeo,2 Harpsichords; 15 Viols; 2 Violins; 2 Lutes; 2 Trumpets; 6 Trumpets; 2 Organs; 4 Trombones; 1 Harp,1767; 1773; 1770; 1769; 1762; 1765; 1771; 1772; 1759,Claudio Monteverdi,,,,,Source not found
